测点编号|监测时间|温度(℃)
T-E-1|2017-05-18 20:37:18|29.75
T-E-1|2017-05-18 20:37:34|28.75
T-E-1|2017-05-18 20:37:50|28.75
T-E-1|2017-05-18 20:38:05|28.73
T-E-1|2017-05-18 20:38:21|29.73
T-E-1|2017-05-18 20:38:37|28.73
T-E-1|2017-05-18 20:38:53|29.73
T-E-1|2017-05-18 20:39:08|28.71
T-E-1|2017-05-18 20:39:24|28.71
T-E-1|2017-05-18 20:39:40|28.71
T-E-1|2017-05-18 20:39:56|26.71
T-E-1|2017-05-18 20:40:12|27.69
T-E-1|2017-05-18 20:40:27|26.69
T-E-1|2017-05-18 20:40:43|26.69
T-E-1|2017-05-18 20:40:59|29.69
T-E-1|2017-05-18 20:41:15|29.67
T-E-1|2017-05-18 20:41:31|28.67
T-E-1|2017-05-18 20:41:46|28.67
T-E-1|2017-05-18 20:42:02|27.65
T-E-1|2017-05-18 20:42:18|27.65
T-E-1|2017-05-18 20:42:34|29.65
T-E-1|2017-05-18 20:42:50|29.65
T-E-1|2017-05-18 20:43:05|29.63
T-E-1|2017-05-18 20:43:21|28.63
T-E-1|2017-05-18 20:43:37|28.63
T-E-1|2017-05-18 20:43:53|28.63
T-E-1|2017-05-18 20:44:08|28.61
T-E-1|2017-05-18 20:44:24|27.61
T-E-1|2017-05-18 20:44:40|26.61
T-E-1|2017-05-18 20:44:56|28.61
T-E-1|2017-05-18 20:45:12|28.59
T-E-1|2017-05-18 20:45:28|29.59
T-E-1|2017-05-18 20:45:43|28.59
T-E-1|2017-05-18 20:45:59|27.59
T-E-1|2017-05-18 20:46:15|26.57
T-E-1|2017-05-18 20:46:31|26.57
T-E-1|2017-05-18 20:46:47|28.57
T-E-1|2017-05-18 20:47:02|28.55
T-E-1|2017-05-18 20:47:18|27.55
T-E-1|2017-05-18 20:47:34|27.55
T-E-1|2017-05-18 20:47:50|27.55
T-E-1|2017-05-18 20:48:06|26.53
T-E-1|2017-05-18 20:48:21|26.53
T-E-1|2017-05-18 20:48:37|29.53
T-E-1|2017-05-18 20:48:53|28.53
T-E-1|2017-05-18 20:49:09|27.51
T-E-1|2017-05-18 20:49:25|26.51
T-E-1|2017-05-18 20:49:40|29.51
T-E-1|2017-05-18 20:49:56|27.51
T-E-1|2017-05-18 20:50:12|29.49
T-E-1|2017-05-18 20:50:28|29.49
T-E-1|2017-05-18 20:50:44|27.49
T-E-1|2017-05-18 20:51:00|26.47
T-E-1|2017-05-18 20:51:15|28.47
T-E-1|2017-05-18 20:51:31|27.47
T-E-1|2017-05-18 20:51:47|26.47
T-E-1|2017-05-18 20:52:03|29.45
T-E-1|2017-05-18 20:52:19|28.45
T-E-1|2017-05-18 20:52:35|27.45
T-E-1|2017-05-18 20:52:50|26.45
T-E-1|2017-05-18 20:53:06|29.43
T-E-1|2017-05-18 20:53:22|28.43
T-E-1|2017-05-18 20:53:38|26.43
T-E-1|2017-05-18 20:53:54|27.43
T-E-1|2017-05-18 20:54:10|28.41
T-E-1|2017-05-18 20:54:25|27.41
T-E-1|2017-05-18 20:54:41|29.41
T-E-1|2017-05-18 20:54:57|28.41
T-E-1|2017-05-18 20:55:13|26.39
T-E-1|2017-05-18 20:55:29|28.39
T-E-1|2017-05-18 20:55:44|28.39
T-E-1|2017-05-18 20:56:00|26.37
T-E-1|2017-05-18 20:56:16|27.37
T-E-1|2017-05-18 20:56:32|29.37
T-E-1|2017-05-18 20:56:48|28.37
T-E-1|2017-05-18 20:57:04|27.35
T-E-1|2017-05-18 20:57:20|26.35
T-E-1|2017-05-18 20:57:35|29.35
T-E-1|2017-05-18 20:57:51|26.35
T-E-1|2017-05-18 20:58:07|29.33
T-E-1|2017-05-18 20:58:23|27.33
T-E-1|2017-05-18 20:58:39|28.33
T-E-1|2017-05-18 20:58:55|28.33
T-E-1|2017-05-18 20:59:10|29.31
T-E-1|2017-05-18 20:59:26|29.31
T-E-1|2017-05-18 20:59:42|27.31
T-E-1|2017-05-18 20:59:58|29.31
T-E-1|2017-05-18 21:00:17|28.29
T-E-1|2017-05-18 21:00:33|26.29
T-E-1|2017-05-18 21:00:49|28.29
T-E-1|2017-05-18 21:01:04|26.27
T-E-1|2017-05-18 21:01:20|27.27
T-E-1|2017-05-18 21:01:36|29.27
T-E-1|2017-05-18 21:01:52|28.27
T-E-1|2017-05-18 21:02:08|28.25
T-E-1|2017-05-18 21:02:24|29.25
T-E-1|2017-05-18 21:02:39|27.25
T-E-1|2017-05-18 21:02:55|29.25
T-E-1|2017-05-18 21:03:11|28.23
T-E-1|2017-05-18 21:03:27|27.23
T-E-1|2017-05-18 21:03:43|29.23
T-E-1|2017-05-18 21:03:59|29.23
T-E-1|2017-05-18 21:04:15|27.21
T-E-1|2017-05-18 21:04:30|29.21
T-E-1|2017-05-18 21:04:46|26.21
T-E-1|2017-05-18 21:05:02|29.19
T-E-1|2017-05-18 21:05:18|27.19
T-E-1|2017-05-18 21:05:34|26.19
T-E-1|2017-05-18 21:05:50|29.19
T-E-1|2017-05-18 21:06:05|29.17
T-E-1|2017-05-18 21:06:21|29.17
T-E-1|2017-05-18 21:06:37|29.17
T-E-1|2017-05-18 21:06:53|26.17
T-E-1|2017-05-18 21:07:09|28.15
T-E-1|2017-05-18 21:07:25|26.15
T-E-1|2017-05-18 21:07:40|29.15
T-E-1|2017-05-18 21:07:56|28.15
T-E-1|2017-05-18 21:08:12|27.13
T-E-1|2017-05-18 21:08:28|29.13
T-E-1|2017-05-18 21:08:44|29.13
T-E-1|2017-05-18 21:08:59|28.13
T-E-1|2017-05-18 21:09:15|26.11
T-E-1|2017-05-18 21:09:31|26.11
T-E-1|2017-05-18 21:09:47|29.11
T-E-1|2017-05-18 21:10:03|27.09
T-E-1|2017-05-18 21:10:19|26.09
T-E-1|2017-05-18 21:10:34|26.09
T-E-1|2017-05-18 21:10:50|28.09
T-E-1|2017-05-18 21:11:06|28.07
T-E-1|2017-05-18 21:11:22|26.07
T-E-1|2017-05-18 21:11:38|27.07
T-E-1|2017-05-18 21:11:53|26.07
T-E-1|2017-05-18 21:12:09|29.06
T-E-1|2017-05-18 21:12:25|26.06
T-E-1|2017-05-18 21:12:41|27.06
T-E-1|2017-05-18 21:12:57|27.06
T-E-1|2017-05-18 21:13:13|26.04
T-E-1|2017-05-18 21:13:29|29.04
T-E-1|2017-05-18 21:13:44|28.04
T-E-1|2017-05-18 21:14:00|29.02
T-E-1|2017-05-18 21:14:16|27.02
T-E-1|2017-05-18 21:14:32|26.02
T-E-1|2017-05-18 21:14:48|26.02
T-E-1|2017-05-18 21:15:04|28
T-E-1|2017-05-18 21:15:20|29
T-E-1|2017-05-18 21:15:35|29
T-E-1|2017-05-18 21:15:51|26
T-E-1|2017-05-18 21:16:07|28.98
T-E-1|2017-05-18 21:16:23|26.98
T-E-1|2017-05-18 21:16:39|27.98
T-E-1|2017-05-18 21:16:55|25.98
T-E-1|2017-05-18 21:17:11|26.96
T-E-1|2017-05-18 21:17:27|27.96
T-E-1|2017-05-18 21:17:42|28.96
T-E-1|2017-05-18 21:17:58|27.96
T-E-1|2017-05-18 21:18:14|25.94
T-E-1|2017-05-18 21:18:30|26.94
T-E-1|2017-05-18 21:18:46|25.94
T-E-1|2017-05-18 21:19:02|26.92
T-E-1|2017-05-18 21:19:18|28.92
T-E-1|2017-05-18 21:19:33|25.92
T-E-1|2017-05-18 21:19:49|26.92
T-E-1|2017-05-18 21:20:05|27.91
T-E-1|2017-05-18 21:20:21|28.91
T-E-1|2017-05-18 21:20:37|28.91
T-E-1|2017-05-18 21:20:53|26.91
T-E-1|2017-05-18 21:21:09|25.89
T-E-1|2017-05-18 21:21:25|28.89
T-E-1|2017-05-18 21:21:41|25.89
T-E-1|2017-05-18 21:21:57|27.89
T-E-1|2017-05-18 21:22:12|27.87
T-E-1|2017-05-18 21:22:28|28.87
T-E-1|2017-05-18 21:22:44|26.87
T-E-1|2017-05-18 21:23:00|26.85
T-E-1|2017-05-18 21:23:16|27.85
T-E-1|2017-05-18 21:23:32|25.85
T-E-1|2017-05-18 21:23:48|25.85
T-E-1|2017-05-18 21:24:04|26.83
T-E-1|2017-05-18 21:24:20|28.83
T-E-1|2017-05-18 21:24:36|27.83
T-E-1|2017-05-18 21:24:52|28.83
T-E-1|2017-05-18 21:25:07|28.81
T-E-1|2017-05-18 21:25:23|25.81
T-E-1|2017-05-18 21:25:39|25.81
T-E-1|2017-05-18 21:25:55|26.81
T-E-1|2017-05-18 21:26:11|25.8
T-E-1|2017-05-18 21:26:27|26.8
T-E-1|2017-05-18 21:26:43|25.8
T-E-1|2017-05-18 21:26:59|28.8
T-E-1|2017-05-18 21:27:15|27.78
T-E-1|2017-05-18 21:27:31|26.78
T-E-1|2017-05-18 21:27:47|26.78
T-E-1|2017-05-18 21:28:03|26.76
T-E-1|2017-05-18 21:28:19|27.76
T-E-1|2017-05-18 21:28:35|28.76
T-E-1|2017-05-18 21:28:51|28.76
T-E-1|2017-05-18 21:29:06|26.74
T-E-1|2017-05-18 21:29:22|26.74
T-E-1|2017-05-18 21:29:38|27.74
T-E-1|2017-05-18 21:29:54|27.74
T-E-1|2017-05-18 21:30:10|27.72
T-E-1|2017-05-18 21:30:26|27.72
T-E-1|2017-05-18 21:30:42|28.72
T-E-1|2017-05-18 21:30:58|27.72
T-E-1|2017-05-18 21:31:14|26.7
T-E-1|2017-05-18 21:31:30|26.7
T-E-1|2017-05-18 21:31:46|26.7
T-E-1|2017-05-18 21:32:02|25.69
T-E-1|2017-05-18 21:32:18|25.69
T-E-1|2017-05-18 21:32:34|28.69
T-E-1|2017-05-18 21:32:50|26.69
T-E-1|2017-05-18 21:33:06|26.67
T-E-1|2017-05-18 21:33:22|28.67
T-E-1|2017-05-18 21:33:38|28.67
T-E-1|2017-05-18 21:33:54|26.67
T-E-1|2017-05-18 21:34:10|28.65
T-E-1|2017-05-18 21:34:26|26.65
T-E-1|2017-05-18 21:34:42|27.65
T-E-1|2017-05-18 21:34:58|25.65
T-E-1|2017-05-18 21:35:14|28.63
T-E-1|2017-05-18 21:35:30|26.63
T-E-1|2017-05-18 21:35:46|26.63
T-E-1|2017-05-18 21:36:02|25.62
T-E-1|2017-05-18 21:36:18|26.62
T-E-1|2017-05-18 21:36:34|28.62
T-E-1|2017-05-18 21:36:50|27.62
T-E-1|2017-05-18 21:37:06|26.6
T-E-1|2017-05-18 21:37:22|25.6
T-E-1|2017-05-18 21:37:38|28.6
T-E-1|2017-05-18 21:37:54|25.6
T-E-1|2017-05-18 21:38:09|28.58
T-E-1|2017-05-18 21:38:25|28.58
T-E-1|2017-05-18 21:38:41|26.58
T-E-1|2017-05-18 21:38:58|28.58
T-E-1|2017-05-18 21:39:14|26.56
T-E-1|2017-05-18 21:39:30|28.56
T-E-1|2017-05-18 21:39:46|27.56
T-E-1|2017-05-18 21:40:02|28.55
T-E-1|2017-05-18 21:40:18|27.55
T-E-1|2017-05-18 21:40:34|27.55
T-E-1|2017-05-18 21:40:50|28.55
T-E-1|2017-05-18 21:41:06|26.53
T-E-1|2017-05-18 21:41:22|25.53
T-E-1|2017-05-18 21:41:38|27.53
T-E-1|2017-05-18 21:41:54|26.53
T-E-1|2017-05-18 21:42:10|28.51
T-E-1|2017-05-18 21:42:26|28.51
T-E-1|2017-05-18 21:42:41|28.51
T-E-1|2017-05-18 21:42:57|27.51
T-E-1|2017-05-18 21:43:13|25.5
T-E-1|2017-05-18 21:43:29|28.5
T-E-1|2017-05-18 21:43:45|28.5
T-E-1|2017-05-18 21:44:01|28.48
T-E-1|2017-05-18 21:44:17|27.48
T-E-1|2017-05-18 21:44:33|26.48
T-E-1|2017-05-18 21:44:49|28.48
T-E-1|2017-05-18 21:45:05|27.46
T-E-1|2017-05-18 21:45:21|27.46
T-E-1|2017-05-18 21:45:37|26.46
T-E-1|2017-05-18 21:45:53|25.46
T-E-1|2017-05-18 21:46:09|25.44
T-E-1|2017-05-18 21:46:25|25.44
T-E-1|2017-05-18 21:46:41|28.44
T-E-1|2017-05-18 21:46:57|27.44
T-E-1|2017-05-18 21:47:13|26.43
T-E-1|2017-05-18 21:47:29|26.43
T-E-1|2017-05-18 21:47:45|26.43
T-E-1|2017-05-18 21:48:01|28.41
T-E-1|2017-05-18 21:48:17|27.41
T-E-1|2017-05-18 21:48:33|26.41
T-E-1|2017-05-18 21:48:49|28.41
T-E-1|2017-05-18 21:49:05|28.39
T-E-1|2017-05-18 21:49:21|27.39
T-E-1|2017-05-18 21:49:37|27.39
T-E-1|2017-05-18 21:49:53|27.39
T-E-1|2017-05-18 21:50:09|27.38
T-E-1|2017-05-18 21:50:25|25.38
T-E-1|2017-05-18 21:50:41|25.38
T-E-1|2017-05-18 21:50:57|25.38
T-E-1|2017-05-18 21:51:13|27.36
T-E-1|2017-05-18 21:51:29|27.36
T-E-1|2017-05-18 21:51:45|26.36
T-E-1|2017-05-18 21:52:01|25.35
T-E-1|2017-05-18 21:52:17|28.35
T-E-1|2017-05-18 21:52:33|25.35
T-E-1|2017-05-18 21:52:49|27.35
T-E-1|2017-05-18 21:53:04|26.33
T-E-1|2017-05-18 21:53:20|26.33
T-E-1|2017-05-18 21:53:36|26.33
T-E-1|2017-05-18 21:53:52|25.33
T-E-1|2017-05-18 21:54:08|26.31
T-E-1|2017-05-18 21:54:24|25.31
T-E-1|2017-05-18 21:54:40|25.31
T-E-1|2017-05-18 21:54:56|26.31
T-E-1|2017-05-18 21:55:12|27.3
T-E-1|2017-05-18 21:55:28|28.3
T-E-1|2017-05-18 21:55:44|25.3
T-E-1|2017-05-18 21:56:00|28.28
T-E-1|2017-05-18 21:56:16|28.28
T-E-1|2017-05-18 21:56:32|28.28
T-E-1|2017-05-18 21:56:48|27.28
T-E-1|2017-05-18 21:57:03|27.26
T-E-1|2017-05-18 21:57:19|26.26
T-E-1|2017-05-18 21:57:35|28.26
T-E-1|2017-05-18 21:57:51|28.26
T-E-1|2017-05-18 21:58:07|25.25
T-E-1|2017-05-18 21:58:23|25.25
T-E-1|2017-05-18 21:58:39|25.25
T-E-1|2017-05-18 21:58:55|26.25
T-E-1|2017-05-18 21:59:11|26.23
T-E-1|2017-05-18 21:59:27|26.23
T-E-1|2017-05-18 21:59:43|28.23
T-E-1|2017-05-18 21:59:59|27.23
T-E-1|2017-05-18 22:00:17|28.22
T-E-1|2017-05-18 22:00:33|27.22
T-E-1|2017-05-18 22:00:49|28.22
T-E-1|2017-05-18 22:01:05|25.2
T-E-1|2017-05-18 22:01:21|25.2
T-E-1|2017-05-18 22:01:37|27.2
T-E-1|2017-05-18 22:01:53|25.2
T-E-1|2017-05-18 22:02:09|26.19
T-E-1|2017-05-18 22:02:25|27.19
T-E-1|2017-05-18 22:02:40|28.19
T-E-1|2017-05-18 22:02:56|26.19
T-E-1|2017-05-18 22:03:12|27.17
T-E-1|2017-05-18 22:03:28|28.17
T-E-1|2017-05-18 22:03:44|25.17
T-E-1|2017-05-18 22:04:00|27.16
T-E-1|2017-05-18 22:04:16|25.16
T-E-1|2017-05-18 22:04:32|26.16
T-E-1|2017-05-18 22:04:47|27.16
T-E-1|2017-05-18 22:05:03|25.14
T-E-1|2017-05-18 22:05:19|27.14
T-E-1|2017-05-18 22:05:35|28.14
T-E-1|2017-05-18 22:05:51|26.14
T-E-1|2017-05-18 22:06:07|28.12
T-E-1|2017-05-18 22:06:23|26.12
T-E-1|2017-05-18 22:06:38|25.12
T-E-1|2017-05-18 22:06:54|26.12
T-E-1|2017-05-18 22:07:10|27.11
T-E-1|2017-05-18 22:07:26|25.11
T-E-1|2017-05-18 22:07:42|27.11
T-E-1|2017-05-18 22:07:58|25.11
T-E-1|2017-05-18 22:08:14|28.09
T-E-1|2017-05-18 22:08:30|26.09
T-E-1|2017-05-18 22:08:46|27.09
T-E-1|2017-05-18 22:09:01|28.08
T-E-1|2017-05-18 22:09:17|26.08
T-E-1|2017-05-18 22:09:33|27.08
T-E-1|2017-05-18 22:09:49|28.08
T-E-1|2017-05-18 22:10:05|26.07
T-E-1|2017-05-18 22:10:21|28.07
T-E-1|2017-05-18 22:10:37|25.07
T-E-1|2017-05-18 22:10:53|28.07
T-E-1|2017-05-18 22:11:08|27.05
T-E-1|2017-05-18 22:11:24|28.05
T-E-1|2017-05-18 22:11:40|25.05
T-E-1|2017-05-18 22:11:56|26.05
T-E-1|2017-05-18 22:12:12|27.04
T-E-1|2017-05-18 22:12:28|25.04
T-E-1|2017-05-18 22:12:44|27.04
T-E-1|2017-05-18 22:12:59|25.04
T-E-1|2017-05-18 22:13:15|25.02
T-E-1|2017-05-18 22:13:31|26.02
T-E-1|2017-05-18 22:13:47|25.02
T-E-1|2017-05-18 22:14:03|28.01
T-E-1|2017-05-18 22:14:19|26.01
T-E-1|2017-05-18 22:14:35|26.01
T-E-1|2017-05-18 22:14:50|28.01
T-E-1|2017-05-18 22:15:06|24.99
T-E-1|2017-05-18 22:15:22|27.99
T-E-1|2017-05-18 22:15:38|26.99
T-E-1|2017-05-18 22:15:54|24.99
T-E-1|2017-05-18 22:16:10|24.98
T-E-1|2017-05-18 22:16:26|25.98
T-E-1|2017-05-18 22:16:41|27.98
T-E-1|2017-05-18 22:16:57|26.98
T-E-1|2017-05-18 22:17:13|27.96
T-E-1|2017-05-18 22:17:29|24.96
T-E-1|2017-05-18 22:17:45|26.96
T-E-1|2017-05-18 22:18:01|27.95
T-E-1|2017-05-18 22:18:16|26.95
T-E-1|2017-05-18 22:18:32|26.95
T-E-1|2017-05-18 22:18:48|27.95
T-E-1|2017-05-18 22:19:04|24.94
T-E-1|2017-05-18 22:19:20|27.94
T-E-1|2017-05-18 22:19:36|25.94
T-E-1|2017-05-18 22:19:51|24.94
T-E-1|2017-05-18 22:20:07|26.92
T-E-1|2017-05-18 22:20:23|25.92
T-E-1|2017-05-18 22:20:39|24.92
T-E-1|2017-05-18 22:20:55|27.92
T-E-1|2017-05-18 22:21:11|24.91
T-E-1|2017-05-18 22:21:26|25.91
T-E-1|2017-05-18 22:21:42|24.91
T-E-1|2017-05-18 22:21:58|24.91
T-E-1|2017-05-18 22:22:14|26.89
T-E-1|2017-05-18 22:22:30|24.89
T-E-1|2017-05-18 22:22:46|27.89
T-E-1|2017-05-18 22:23:02|26.88
T-E-1|2017-05-18 22:23:17|24.88
T-E-1|2017-05-18 22:23:33|26.88
T-E-1|2017-05-18 22:23:49|25.88
T-E-1|2017-05-18 22:24:05|24.87
T-E-1|2017-05-18 22:24:21|26.87
T-E-1|2017-05-18 22:24:37|26.87
T-E-1|2017-05-18 22:24:53|25.87
T-E-1|2017-05-18 22:25:08|24.85
T-E-1|2017-05-18 22:25:24|27.85
T-E-1|2017-05-18 22:25:40|26.85
T-E-1|2017-05-18 22:25:56|25.85
T-E-1|2017-05-18 22:26:12|24.84
T-E-1|2017-05-18 22:26:27|26.84
T-E-1|2017-05-18 22:26:43|26.84
T-E-1|2017-05-18 22:26:59|25.84
T-E-1|2017-05-18 22:27:15|26.83
T-E-1|2017-05-18 22:27:31|25.83
T-E-1|2017-05-18 22:27:47|25.83
T-E-1|2017-05-18 22:28:02|24.81
T-E-1|2017-05-18 22:28:18|27.81
T-E-1|2017-05-18 22:28:34|25.81
T-E-1|2017-05-18 22:28:50|24.81
T-E-1|2017-05-18 22:29:06|26.8
T-E-1|2017-05-18 22:29:22|27.8
T-E-1|2017-05-18 22:29:37|26.8
T-E-1|2017-05-18 22:29:53|26.8
T-E-1|2017-05-18 22:30:09|27.79
T-E-1|2017-05-18 22:30:25|26.79
T-E-1|2017-05-18 22:30:41|24.79
T-E-1|2017-05-18 22:30:57|26.79
T-E-1|2017-05-18 22:31:12|26.78
T-E-1|2017-05-18 22:31:28|24.78
T-E-1|2017-05-18 22:31:44|26.78
T-E-1|2017-05-18 22:32:00|25.76
T-E-1|2017-05-18 22:32:16|24.76
T-E-1|2017-05-18 22:32:32|27.76
T-E-1|2017-05-18 22:32:47|25.76
T-E-1|2017-05-18 22:33:03|24.75
T-E-1|2017-05-18 22:33:19|26.75
T-E-1|2017-05-18 22:33:35|24.75
T-E-1|2017-05-18 22:33:51|27.75
T-E-1|2017-05-18 22:34:07|24.74
T-E-1|2017-05-18 22:34:23|25.74
T-E-1|2017-05-18 22:34:38|24.74
T-E-1|2017-05-18 22:34:54|26.74
T-E-1|2017-05-18 22:35:10|26.73
T-E-1|2017-05-18 22:35:26|26.73
T-E-1|2017-05-18 22:35:42|27.73
T-E-1|2017-05-18 22:35:58|25.73
T-E-1|2017-05-18 22:36:14|27.71
T-E-1|2017-05-18 22:36:29|24.71
T-E-1|2017-05-18 22:36:45|27.71
T-E-1|2017-05-18 22:37:01|24.7
T-E-1|2017-05-18 22:37:17|25.7
T-E-1|2017-05-18 22:37:33|27.7
T-E-1|2017-05-18 22:37:49|25.7
T-E-1|2017-05-18 22:38:05|27.69
T-E-1|2017-05-18 22:38:21|25.69
T-E-1|2017-05-18 22:38:36|26.69
T-E-1|2017-05-18 22:38:52|24.69
T-E-1|2017-05-18 22:39:08|25.68
T-E-1|2017-05-18 22:39:24|27.68
T-E-1|2017-05-18 22:39:40|26.68
T-E-1|2017-05-18 22:39:56|27.68
T-E-1|2017-05-18 22:40:12|25.67
T-E-1|2017-05-18 22:40:27|26.67
T-E-1|2017-05-18 22:40:43|27.67
T-E-1|2017-05-18 22:40:59|25.67
T-E-1|2017-05-18 22:41:15|24.65
T-E-1|2017-05-18 22:41:31|25.65
T-E-1|2017-05-18 22:41:47|27.65
T-E-1|2017-05-18 22:42:03|27.64
T-E-1|2017-05-18 22:42:19|26.64
T-E-1|2017-05-18 22:42:34|27.64
T-E-1|2017-05-18 22:42:50|24.64
T-E-1|2017-05-18 22:43:06|26.63
T-E-1|2017-05-18 22:43:22|24.63
T-E-1|2017-05-18 22:43:38|27.63
T-E-1|2017-05-18 22:43:54|24.63
T-E-1|2017-05-18 22:44:10|25.62
T-E-1|2017-05-18 22:44:26|26.62
T-E-1|2017-05-18 22:44:41|26.62
T-E-1|2017-05-18 22:44:57|25.62
T-E-1|2017-05-18 22:45:13|26.61
T-E-1|2017-05-18 22:45:29|24.61
T-E-1|2017-05-18 22:45:45|25.61
T-E-1|2017-05-18 22:46:01|27.6
T-E-1|2017-05-18 22:46:17|27.6
T-E-1|2017-05-18 22:46:33|24.6
T-E-1|2017-05-18 22:46:49|25.6
T-E-1|2017-05-18 22:47:04|27.59
T-E-1|2017-05-18 22:47:20|25.59
T-E-1|2017-05-18 22:47:36|26.59
T-E-1|2017-05-18 22:47:52|27.59
T-E-1|2017-05-18 22:48:08|25.58
T-E-1|2017-05-18 22:48:24|26.58
T-E-1|2017-05-18 22:48:40|24.58
T-E-1|2017-05-18 22:48:56|26.58
T-E-1|2017-05-18 22:49:11|24.57
T-E-1|2017-05-18 22:49:27|25.57
T-E-1|2017-05-18 22:49:43|27.57
T-E-1|2017-05-18 22:49:59|24.57
T-E-1|2017-05-18 22:50:15|24.56
T-E-1|2017-05-18 22:50:31|26.56
T-E-1|2017-05-18 22:50:47|24.56
T-E-1|2017-05-18 22:51:03|25.54
T-E-1|2017-05-18 22:51:18|27.54
T-E-1|2017-05-18 22:51:34|24.54
T-E-1|2017-05-18 22:51:50|27.54
T-E-1|2017-05-18 22:52:06|26.53
T-E-1|2017-05-18 22:52:22|25.53
T-E-1|2017-05-18 22:52:38|26.53
T-E-1|2017-05-18 22:52:54|24.53
T-E-1|2017-05-18 22:53:10|25.52
T-E-1|2017-05-18 22:53:26|26.52
T-E-1|2017-05-18 22:53:41|27.52
T-E-1|2017-05-18 22:53:57|27.52
T-E-1|2017-05-18 22:54:13|27.51
T-E-1|2017-05-18 22:54:29|26.51
T-E-1|2017-05-18 22:54:45|25.51
T-E-1|2017-05-18 22:55:01|25.5
T-E-1|2017-05-18 22:55:17|25.5
T-E-1|2017-05-18 22:55:33|24.5
T-E-1|2017-05-18 22:55:49|25.5
T-E-1|2017-05-18 22:56:05|26.49
T-E-1|2017-05-18 22:56:21|27.49
T-E-1|2017-05-18 22:56:37|24.49
T-E-1|2017-05-18 22:56:53|24.49
T-E-1|2017-05-18 22:57:09|24.48
T-E-1|2017-05-18 22:57:25|24.48
T-E-1|2017-05-18 22:57:41|24.48
T-E-1|2017-05-18 22:57:57|27.48
T-E-1|2017-05-18 22:58:12|26.47
T-E-1|2017-05-18 22:58:28|26.47
T-E-1|2017-05-18 22:58:44|24.47
T-E-1|2017-05-18 22:59:00|25.47
T-E-1|2017-05-18 22:59:16|25.47
T-E-1|2017-05-18 22:59:32|25.47
T-E-1|2017-05-18 22:59:48|25.47
T-E-1|2017-05-18 23:00:06|25.46
T-E-1|2017-05-18 23:00:23|27.46
T-E-1|2017-05-18 23:00:39|27.46
T-E-1|2017-05-18 23:00:55|26.46
T-E-1|2017-05-18 23:01:11|25.45
T-E-1|2017-05-18 23:01:27|26.45
T-E-1|2017-05-18 23:01:43|25.45
T-E-1|2017-05-18 23:01:59|25.45
T-E-1|2017-05-18 23:02:15|26.44
T-E-1|2017-05-18 23:02:30|26.44
T-E-1|2017-05-18 23:02:46|26.44
T-E-1|2017-05-18 23:03:02|27.43
T-E-1|2017-05-18 23:03:18|26.43
T-E-1|2017-05-18 23:03:34|26.43
T-E-1|2017-05-18 23:03:50|26.43
T-E-1|2017-05-18 23:04:06|26.42
T-E-1|2017-05-18 23:04:22|26.42
T-E-1|2017-05-18 23:04:38|25.42
T-E-1|2017-05-18 23:04:54|24.42
T-E-1|2017-05-18 23:05:10|25.41
T-E-1|2017-05-18 23:05:26|25.41
T-E-1|2017-05-18 23:05:42|25.41
T-E-1|2017-05-18 23:05:58|24.41
T-E-1|2017-05-18 23:06:14|24.4
T-E-1|2017-05-18 23:06:30|27.4
T-E-1|2017-05-18 23:06:46|27.4
T-E-1|2017-05-18 23:07:02|26.39
T-E-1|2017-05-18 23:07:18|26.39
T-E-1|2017-05-18 23:07:34|24.39
T-E-1|2017-05-18 23:07:50|27.39
T-E-1|2017-05-18 23:08:06|27.39
T-E-1|2017-05-18 23:08:22|25.39
T-E-1|2017-05-18 23:08:38|24.39
T-E-1|2017-05-18 23:08:54|27.39
T-E-1|2017-05-18 23:09:10|25.38
T-E-1|2017-05-18 23:09:26|24.38
T-E-1|2017-05-18 23:09:41|27.38
T-E-1|2017-05-18 23:09:57|26.38
T-E-1|2017-05-18 23:10:13|25.37
T-E-1|2017-05-18 23:10:29|24.37
T-E-1|2017-05-18 23:10:45|26.37
T-E-1|2017-05-18 23:11:01|26.36
T-E-1|2017-05-18 23:11:17|25.36
T-E-1|2017-05-18 23:11:33|24.36
T-E-1|2017-05-18 23:11:49|25.36
T-E-1|2017-05-18 23:12:05|25.35
T-E-1|2017-05-18 23:12:21|24.35
T-E-1|2017-05-18 23:12:37|26.35
T-E-1|2017-05-18 23:12:53|25.35
T-E-1|2017-05-18 23:13:09|25.35
T-E-1|2017-05-18 23:13:25|26.35
T-E-1|2017-05-18 23:13:41|25.35
T-E-1|2017-05-18 23:13:57|24.35
T-E-1|2017-05-18 23:14:13|27.34
T-E-1|2017-05-18 23:14:29|25.34
T-E-1|2017-05-18 23:14:45|27.34
T-E-1|2017-05-18 23:15:01|27.33
T-E-1|2017-05-18 23:15:17|26.33
T-E-1|2017-05-18 23:15:33|27.33
T-E-1|2017-05-18 23:15:49|27.33
T-E-1|2017-05-18 23:16:05|26.32
T-E-1|2017-05-18 23:16:21|24.32
T-E-1|2017-05-18 23:16:37|24.32
T-E-1|2017-05-18 23:16:53|25.32
T-E-1|2017-05-18 23:17:09|24.32
T-E-1|2017-05-18 23:17:25|24.32
T-E-1|2017-05-18 23:17:41|25.32
T-E-1|2017-05-18 23:17:57|26.32
T-E-1|2017-05-18 23:18:13|25.31
