测点编号|监测时间|应变值(με)|温度(℃)
S-SA-AL1|2017-05-18 21:33:51|-315|32
S-SA-AL1|2017-05-18 21:34:07|-244|30
S-SA-AL1|2017-05-18 21:34:23|-270|32
S-SA-AL1|2017-05-18 21:34:39|-190|34
S-SA-AL1|2017-05-18 21:34:54|-319|31
S-SA-AL1|2017-05-18 21:35:11|-243|30
S-SA-AL1|2017-05-18 21:35:27|-268|32
S-SA-AL1|2017-05-18 21:35:42|-290|32
S-SA-AL1|2017-05-18 21:35:58|-214|31
S-SA-AL1|2017-05-18 21:36:15|-239|31
S-SA-AL1|2017-05-18 21:36:31|-260|34
S-SA-AL1|2017-05-18 21:36:47|-189|31
S-SA-AL1|2017-05-18 21:37:02|-215|31
S-SA-AL1|2017-05-18 21:37:18|-339|34
S-SA-AL1|2017-05-18 21:37:34|-166|34
S-SA-AL1|2017-05-18 21:37:50|-189|31
S-SA-AL1|2017-05-18 21:38:06|-318|34
S-SA-AL1|2017-05-18 21:38:22|-340|34
S-SA-AL1|2017-05-18 21:38:38|-166|31
S-SA-AL1|2017-05-18 21:38:54|-191|33
S-SA-AL1|2017-05-18 21:39:10|-213|31
S-SA-AL1|2017-05-18 21:39:26|-238|33
S-SA-AL1|2017-05-18 21:39:42|-259|31
S-SA-AL1|2017-05-18 21:39:58|-178|34
S-SA-AL1|2017-05-18 21:40:14|-306|31
S-SA-AL1|2017-05-18 21:40:30|-328|32
S-SA-AL1|2017-05-18 21:40:46|-251|33
S-SA-AL1|2017-05-18 21:41:02|-174|34
S-SA-AL1|2017-05-18 21:41:18|-298|33
S-SA-AL1|2017-05-18 21:41:34|-222|32
S-SA-AL1|2017-05-18 21:41:50|-248|34
S-SA-AL1|2017-05-18 21:42:06|-274|31
S-SA-AL1|2017-05-18 21:42:22|-199|32
S-SA-AL1|2017-05-18 21:42:38|-323|33
S-SA-AL1|2017-05-18 21:42:54|-350|32
S-SA-AL1|2017-05-18 21:43:10|-278|32
S-SA-AL1|2017-05-18 21:43:26|-202|31
S-SA-AL1|2017-05-18 21:43:42|-331|31
S-SA-AL1|2017-05-18 21:43:58|-252|33
S-SA-AL1|2017-05-18 21:44:14|-283|31
S-SA-AL1|2017-05-18 21:44:30|-304|34
S-SA-AL1|2017-05-18 21:44:46|-325|32
S-SA-AL1|2017-05-18 21:45:02|-254|30
S-SA-AL1|2017-05-18 21:45:18|-179|31
S-SA-AL1|2017-05-18 21:45:34|-205|30
S-SA-AL1|2017-05-18 21:45:50|-334|33
S-SA-AL1|2017-05-18 21:46:06|-259|34
S-SA-AL1|2017-05-18 21:46:22|-281|34
S-SA-AL1|2017-05-18 21:46:38|-308|33
S-SA-AL1|2017-05-18 21:46:54|-236|31
S-SA-AL1|2017-05-18 21:47:10|-263|30
S-SA-AL1|2017-05-18 21:47:26|-285|31
S-SA-AL1|2017-05-18 21:47:42|-210|32
S-SA-AL1|2017-05-18 21:47:58|-240|33
S-SA-AL1|2017-05-18 21:48:14|-164|31
S-SA-AL1|2017-05-18 21:48:30|-284|31
S-SA-AL1|2017-05-18 21:48:46|-302|32
S-SA-AL1|2017-05-18 21:49:02|-227|33
S-SA-AL1|2017-05-18 21:49:18|-151|32
S-SA-AL1|2017-05-18 21:49:34|-285|31
S-SA-AL1|2017-05-18 21:49:50|-307|31
S-SA-AL1|2017-05-18 21:50:06|-236|31
S-SA-AL1|2017-05-18 21:50:22|-160|30
S-SA-AL1|2017-05-18 21:50:38|-187|34
S-SA-AL1|2017-05-18 21:50:54|-209|34
S-SA-AL1|2017-05-18 21:51:10|-338|32
S-SA-AL1|2017-05-18 21:51:25|-160|32
S-SA-AL1|2017-05-18 21:51:41|-191|30
S-SA-AL1|2017-05-18 21:51:57|-315|34
S-SA-AL1|2017-05-18 21:52:13|-342|33
S-SA-AL1|2017-05-18 21:52:29|-267|34
S-SA-AL1|2017-05-18 21:52:45|-288|32
S-SA-AL1|2017-05-18 21:53:01|-315|32
S-SA-AL1|2017-05-18 21:53:17|-240|33
S-SA-AL1|2017-05-18 21:53:33|-271|31
S-SA-AL1|2017-05-18 21:53:49|-195|30
S-SA-AL1|2017-05-18 21:54:05|-218|32
S-SA-AL1|2017-05-18 21:54:21|-249|30
S-SA-AL1|2017-05-18 21:54:37|-277|32
S-SA-AL1|2017-05-18 21:54:53|-305|34
S-SA-AL1|2017-05-18 21:55:09|-337|34
S-SA-AL1|2017-05-18 21:55:25|-263|33
S-SA-AL1|2017-05-18 21:55:41|-291|34
S-SA-AL1|2017-05-18 21:55:57|-317|33
S-SA-AL1|2017-05-18 21:56:12|-344|33
S-SA-AL1|2017-05-18 21:56:28|-274|33
S-SA-AL1|2017-05-18 21:56:44|-300|32
S-SA-AL1|2017-05-18 21:57:00|-225|33
S-SA-AL1|2017-05-18 21:57:16|-254|32
S-SA-AL1|2017-05-18 21:57:32|-178|30
S-SA-AL1|2017-05-18 21:57:48|-209|34
S-SA-AL1|2017-05-18 21:58:04|-232|31
S-SA-AL1|2017-05-18 21:58:20|-162|31
S-SA-AL1|2017-05-18 21:58:36|-190|33
S-SA-AL1|2017-05-18 21:58:52|-222|34
S-SA-AL1|2017-05-18 21:59:08|-347|34
S-SA-AL1|2017-05-18 21:59:24|-276|34
S-SA-AL1|2017-05-18 21:59:40|-202|33
S-SA-AL1|2017-05-18 21:59:55|-332|33
S-SA-AL1|2017-05-18 22:00:13|-159|34
S-SA-AL1|2017-05-18 22:00:30|-347|32
S-SA-AL1|2017-05-18 22:00:46|-175|34
S-SA-AL1|2017-05-18 22:01:02|-207|34
S-SA-AL1|2017-05-18 22:01:18|-235|31
S-SA-AL1|2017-05-18 22:01:34|-161|34
S-SA-AL1|2017-05-18 22:01:50|-190|33
S-SA-AL1|2017-05-18 22:02:06|-222|34
S-SA-AL1|2017-05-18 22:02:21|-348|32
S-SA-AL1|2017-05-18 22:02:37|-283|33
S-SA-AL1|2017-05-18 22:02:53|-209|31
S-SA-AL1|2017-05-18 22:03:09|-236|33
S-SA-AL1|2017-05-18 22:03:25|-172|34
S-SA-AL1|2017-05-18 22:03:41|-302|32
S-SA-AL1|2017-05-18 22:03:57|-331|30
S-SA-AL1|2017-05-18 22:04:13|-257|34
S-SA-AL1|2017-05-18 22:04:29|-187|31
S-SA-AL1|2017-05-18 22:04:44|-318|33
S-SA-AL1|2017-05-18 22:05:00|-151|31
S-SA-AL1|2017-05-18 22:05:16|-180|30
S-SA-AL1|2017-05-18 22:05:32|-315|31
S-SA-AL1|2017-05-18 22:05:48|-344|30
S-SA-AL1|2017-05-18 22:06:04|-270|33
S-SA-AL1|2017-05-18 22:06:19|-206|32
S-SA-AL1|2017-05-18 22:06:35|-337|31
S-SA-AL1|2017-05-18 22:06:51|-268|34
S-SA-AL1|2017-05-18 22:07:07|-198|31
S-SA-AL1|2017-05-18 22:07:23|-329|33
S-SA-AL1|2017-05-18 22:07:39|-157|32
S-SA-AL1|2017-05-18 22:07:55|-191|30
S-SA-AL1|2017-05-18 22:08:11|-213|30
S-SA-AL1|2017-05-18 22:08:27|-242|34
S-SA-AL1|2017-05-18 22:08:42|-177|30
S-SA-AL1|2017-05-18 22:08:58|-204|32
S-SA-AL1|2017-05-18 22:09:14|-330|30
S-SA-AL1|2017-05-18 22:09:30|-261|32
S-SA-AL1|2017-05-18 22:09:46|-196|34
S-SA-AL1|2017-05-18 22:10:02|-220|33
S-SA-AL1|2017-05-18 22:10:18|-253|31
S-SA-AL1|2017-05-18 22:10:34|-184|34
S-SA-AL1|2017-05-18 22:10:49|-315|33
S-SA-AL1|2017-05-18 22:11:05|-247|33
S-SA-AL1|2017-05-18 22:11:21|-182|34
S-SA-AL1|2017-05-18 22:11:37|-205|31
S-SA-AL1|2017-05-18 22:11:53|-336|34
S-SA-AL1|2017-05-18 22:12:09|-266|31
S-SA-AL1|2017-05-18 22:12:25|-295|30
S-SA-AL1|2017-05-18 22:12:41|-225|32
S-SA-AL1|2017-05-18 22:12:56|-161|31
S-SA-AL1|2017-05-18 22:13:12|-191|32
S-SA-AL1|2017-05-18 22:13:28|-224|30
S-SA-AL1|2017-05-18 22:13:44|-253|34
S-SA-AL1|2017-05-18 22:14:00|-284|32
S-SA-AL1|2017-05-18 22:14:16|-216|31
S-SA-AL1|2017-05-18 22:14:32|-246|33
S-SA-AL1|2017-05-18 22:14:47|-177|32
S-SA-AL1|2017-05-18 22:15:03|-312|33
S-SA-AL1|2017-05-18 22:15:19|-239|34
S-SA-AL1|2017-05-18 22:15:35|-273|34
S-SA-AL1|2017-05-18 22:15:51|-307|32
S-SA-AL1|2017-05-18 22:16:07|-337|33
S-SA-AL1|2017-05-18 22:16:22|-164|30
S-SA-AL1|2017-05-18 22:16:38|-300|33
S-SA-AL1|2017-05-18 22:16:54|-232|33
S-SA-AL1|2017-05-18 22:17:10|-265|31
S-SA-AL1|2017-05-18 22:17:26|-296|34
S-SA-AL1|2017-05-18 22:17:42|-329|32
S-SA-AL1|2017-05-18 22:17:57|-260|34
S-SA-AL1|2017-05-18 22:18:13|-196|33
S-SA-AL1|2017-05-18 22:18:29|-328|30
S-SA-AL1|2017-05-18 22:18:45|-254|33
S-SA-AL1|2017-05-18 22:19:01|-189|34
S-SA-AL1|2017-05-18 22:19:17|-316|34
S-SA-AL1|2017-05-18 22:19:32|-349|32
S-SA-AL1|2017-05-18 22:19:48|-184|33
S-SA-AL1|2017-05-18 22:20:04|-217|30
S-SA-AL1|2017-05-18 22:20:20|-251|31
S-SA-AL1|2017-05-18 22:20:36|-178|31
S-SA-AL1|2017-05-18 22:20:52|-310|31
S-SA-AL1|2017-05-18 22:21:08|-343|34
S-SA-AL1|2017-05-18 22:21:23|-175|34
S-SA-AL1|2017-05-18 22:21:39|-307|34
S-SA-AL1|2017-05-18 22:21:55|-335|30
S-SA-AL1|2017-05-18 22:22:11|-163|34
S-SA-AL1|2017-05-18 22:22:27|-197|32
S-SA-AL1|2017-05-18 22:22:43|-328|32
S-SA-AL1|2017-05-18 22:22:59|-162|32
S-SA-AL1|2017-05-18 22:23:14|-196|30
S-SA-AL1|2017-05-18 22:23:30|-220|30
S-SA-AL1|2017-05-18 22:23:46|-156|33
S-SA-AL1|2017-05-18 22:24:02|-190|33
S-SA-AL1|2017-05-18 22:24:18|-224|31
S-SA-AL1|2017-05-18 22:24:34|-251|33
S-SA-AL1|2017-05-18 22:24:49|-183|32
S-SA-AL1|2017-05-18 22:25:05|-314|32
S-SA-AL1|2017-05-18 22:25:21|-344|33
S-SA-AL1|2017-05-18 22:25:37|-178|33
S-SA-AL1|2017-05-18 22:25:53|-314|32
S-SA-AL1|2017-05-18 22:26:09|-349|32
S-SA-AL1|2017-05-18 22:26:24|-280|31
S-SA-AL1|2017-05-18 22:26:40|-310|32
S-SA-AL1|2017-05-18 22:26:56|-241|32
S-SA-AL1|2017-05-18 22:27:12|-177|33
S-SA-AL1|2017-05-18 22:27:28|-211|33
S-SA-AL1|2017-05-18 22:27:43|-339|31
S-SA-AL1|2017-05-18 22:27:59|-178|30
S-SA-AL1|2017-05-18 22:28:15|-212|31
S-SA-AL1|2017-05-18 22:28:31|-241|34
S-SA-AL1|2017-05-18 22:28:47|-172|34
S-SA-AL1|2017-05-18 22:29:03|-205|32
S-SA-AL1|2017-05-18 22:29:18|-336|34
S-SA-AL1|2017-05-18 22:29:34|-170|34
S-SA-AL1|2017-05-18 22:29:50|-200|30
S-SA-AL1|2017-05-18 22:30:06|-233|33
S-SA-AL1|2017-05-18 22:30:22|-160|34
S-SA-AL1|2017-05-18 22:30:38|-198|31
S-SA-AL1|2017-05-18 22:30:53|-330|30
S-SA-AL1|2017-05-18 22:31:09|-159|31
S-SA-AL1|2017-05-18 22:31:25|-295|30
S-SA-AL1|2017-05-18 22:31:41|-324|34
S-SA-AL1|2017-05-18 22:31:57|-256|33
S-SA-AL1|2017-05-18 22:32:13|-187|33
S-SA-AL1|2017-05-18 22:32:28|-221|33
S-SA-AL1|2017-05-18 22:32:44|-153|33
S-SA-AL1|2017-05-18 22:33:00|-284|32
S-SA-AL1|2017-05-18 22:33:16|-318|30
S-SA-AL1|2017-05-18 22:33:32|-151|33
S-SA-AL1|2017-05-18 22:33:48|-278|33
S-SA-AL1|2017-05-18 22:34:04|-208|31
S-SA-AL1|2017-05-18 22:34:19|-344|32
S-SA-AL1|2017-05-18 22:34:35|-271|32
S-SA-AL1|2017-05-18 22:34:51|-304|30
S-SA-AL1|2017-05-18 22:35:07|-332|32
S-SA-AL1|2017-05-18 22:35:23|-166|32
S-SA-AL1|2017-05-18 22:35:39|-296|34
S-SA-AL1|2017-05-18 22:35:55|-330|32
S-SA-AL1|2017-05-18 22:36:10|-154|32
S-SA-AL1|2017-05-18 22:36:26|-289|33
S-SA-AL1|2017-05-18 22:36:42|-216|34
S-SA-AL1|2017-05-18 22:36:58|-151|30
S-SA-AL1|2017-05-18 22:37:14|-281|32
S-SA-AL1|2017-05-18 22:37:30|-212|30
S-SA-AL1|2017-05-18 22:37:46|-241|34
S-SA-AL1|2017-05-18 22:38:02|-274|31
S-SA-AL1|2017-05-18 22:38:17|-298|31
S-SA-AL1|2017-05-18 22:38:33|-229|33
S-SA-AL1|2017-05-18 22:38:49|-262|31
S-SA-AL1|2017-05-18 22:39:05|-192|34
S-SA-AL1|2017-05-18 22:39:21|-226|32
S-SA-AL1|2017-05-18 22:39:37|-153|32
S-SA-AL1|2017-05-18 22:39:53|-185|33
S-SA-AL1|2017-05-18 22:40:08|-214|32
S-SA-AL1|2017-05-18 22:40:24|-344|34
S-SA-AL1|2017-05-18 22:40:40|-275|31
S-SA-AL1|2017-05-18 22:40:56|-308|34
S-SA-AL1|2017-05-18 22:41:12|-239|33
S-SA-AL1|2017-05-18 22:41:28|-170|31
S-SA-AL1|2017-05-18 22:41:44|-199|30
S-SA-AL1|2017-05-18 22:42:00|-328|34
S-SA-AL1|2017-05-18 22:42:15|-255|30
S-SA-AL1|2017-05-18 22:42:31|-190|31
S-SA-AL1|2017-05-18 22:42:47|-321|34
S-SA-AL1|2017-05-18 22:43:03|-349|32
S-SA-AL1|2017-05-18 22:43:19|-280|30
S-SA-AL1|2017-05-18 22:43:35|-310|31
S-SA-AL1|2017-05-18 22:43:51|-337|32
S-SA-AL1|2017-05-18 22:44:07|-268|30
S-SA-AL1|2017-05-18 22:44:22|-203|31
S-SA-AL1|2017-05-18 22:44:38|-225|31
S-SA-AL1|2017-05-18 22:44:54|-157|31
S-SA-AL1|2017-05-18 22:45:10|-287|33
S-SA-AL1|2017-05-18 22:45:26|-316|32
S-SA-AL1|2017-05-18 22:45:42|-251|33
S-SA-AL1|2017-05-18 22:45:58|-177|31
S-SA-AL1|2017-05-18 22:46:14|-205|33
S-SA-AL1|2017-05-18 22:46:30|-340|34
S-SA-AL1|2017-05-18 22:46:45|-167|31
S-SA-AL1|2017-05-18 22:47:01|-293|34
S-SA-AL1|2017-05-18 22:47:17|-225|33
S-SA-AL1|2017-05-18 22:47:33|-253|30
S-SA-AL1|2017-05-18 22:47:49|-183|32
S-SA-AL1|2017-05-18 22:48:05|-216|30
S-SA-AL1|2017-05-18 22:48:21|-249|31
S-SA-AL1|2017-05-18 22:48:37|-273|31
S-SA-AL1|2017-05-18 22:48:52|-306|34
S-SA-AL1|2017-05-18 22:49:08|-339|31
S-SA-AL1|2017-05-18 22:49:24|-265|30
S-SA-AL1|2017-05-18 22:49:40|-196|32
S-SA-AL1|2017-05-18 22:49:56|-326|34
S-SA-AL1|2017-05-18 22:50:12|-159|30
S-SA-AL1|2017-05-18 22:50:28|-187|34
S-SA-AL1|2017-05-18 22:50:44|-313|32
S-SA-AL1|2017-05-18 22:50:59|-248|33
S-SA-AL1|2017-05-18 22:51:15|-174|31
S-SA-AL1|2017-05-18 22:51:31|-208|34
S-SA-AL1|2017-05-18 22:51:47|-236|33
S-SA-AL1|2017-05-18 22:52:03|-166|33
S-SA-AL1|2017-05-18 22:52:19|-195|32
S-SA-AL1|2017-05-18 22:52:35|-325|34
S-SA-AL1|2017-05-18 22:52:51|-158|32
S-SA-AL1|2017-05-18 22:53:07|-289|34
S-SA-AL1|2017-05-18 22:53:22|-317|31
S-SA-AL1|2017-05-18 22:53:38|-243|34
S-SA-AL1|2017-05-18 22:53:54|-172|34
S-SA-AL1|2017-05-18 22:54:10|-199|33
S-SA-AL1|2017-05-18 22:54:26|-323|32
S-SA-AL1|2017-05-18 22:54:42|-349|31
S-SA-AL1|2017-05-18 22:54:58|-274|32
S-SA-AL1|2017-05-18 22:55:14|-301|32
S-SA-AL1|2017-05-18 22:55:30|-328|31
S-SA-AL1|2017-05-18 22:55:46|-160|32
S-SA-AL1|2017-05-18 22:56:02|-286|30
S-SA-AL1|2017-05-18 22:56:18|-318|30
S-SA-AL1|2017-05-18 22:56:34|-342|33
S-SA-AL1|2017-05-18 22:56:50|-271|33
S-SA-AL1|2017-05-18 22:57:05|-299|30
S-SA-AL1|2017-05-18 22:57:21|-228|34
S-SA-AL1|2017-05-18 22:57:37|-153|30
S-SA-AL1|2017-05-18 22:57:53|-277|34
S-SA-AL1|2017-05-18 22:58:09|-201|33
S-SA-AL1|2017-05-18 22:58:25|-228|32
S-SA-AL1|2017-05-18 22:58:41|-156|30
S-SA-AL1|2017-05-18 22:58:57|-179|32
S-SA-AL1|2017-05-18 22:59:13|-309|32
S-SA-AL1|2017-05-18 22:59:29|-234|33
S-SA-AL1|2017-05-18 22:59:45|-168|32
S-SA-AL1|2017-05-18 23:00:02|-293|33
S-SA-AL1|2017-05-18 23:00:20|-298|32
S-SA-AL1|2017-05-18 23:00:36|-302|34
S-SA-AL1|2017-05-18 23:00:52|-333|32
S-SA-AL1|2017-05-18 23:01:08|-257|31
S-SA-AL1|2017-05-18 23:01:24|-280|34
S-SA-AL1|2017-05-18 23:01:40|-311|32
S-SA-AL1|2017-05-18 23:01:55|-236|33
S-SA-AL1|2017-05-18 23:02:11|-264|30
S-SA-AL1|2017-05-18 23:02:27|-291|34
S-SA-AL1|2017-05-18 23:02:43|-319|30
S-SA-AL1|2017-05-18 23:02:59|-243|31
S-SA-AL1|2017-05-18 23:03:15|-275|30
S-SA-AL1|2017-05-18 23:03:31|-200|31
S-SA-AL1|2017-05-18 23:03:47|-329|31
S-SA-AL1|2017-05-18 23:04:03|-254|32
S-SA-AL1|2017-05-18 23:04:19|-184|32
S-SA-AL1|2017-05-18 23:04:35|-308|30
S-SA-AL1|2017-05-18 23:04:51|-334|30
S-SA-AL1|2017-05-18 23:05:07|-157|32
S-SA-AL1|2017-05-18 23:05:23|-189|30
S-SA-AL1|2017-05-18 23:05:39|-314|31
S-SA-AL1|2017-05-18 23:05:55|-340|31
S-SA-AL1|2017-05-18 23:06:11|-265|32
S-SA-AL1|2017-05-18 23:06:27|-189|30
S-SA-AL1|2017-05-18 23:06:42|-216|30
S-SA-AL1|2017-05-18 23:06:58|-243|34
S-SA-AL1|2017-05-18 23:07:14|-168|30
S-SA-AL1|2017-05-18 23:07:30|-198|31
S-SA-AL1|2017-05-18 23:07:46|-317|31
S-SA-AL1|2017-05-18 23:08:02|-344|30
S-SA-AL1|2017-05-18 23:08:18|-273|33
S-SA-AL1|2017-05-18 23:08:34|-197|31
S-SA-AL1|2017-05-18 23:08:50|-316|31
S-SA-AL1|2017-05-18 23:09:06|-342|33
S-SA-AL1|2017-05-18 23:09:22|-163|31
S-SA-AL1|2017-05-18 23:09:38|-190|30
S-SA-AL1|2017-05-18 23:09:54|-318|33
S-SA-AL1|2017-05-18 23:10:10|-345|32
S-SA-AL1|2017-05-18 23:10:26|-269|31
S-SA-AL1|2017-05-18 23:10:42|-294|33
S-SA-AL1|2017-05-18 23:10:58|-219|34
S-SA-AL1|2017-05-18 23:11:14|-240|32
S-SA-AL1|2017-05-18 23:11:30|-164|30
S-SA-AL1|2017-05-18 23:11:46|-292|31
S-SA-AL1|2017-05-18 23:12:02|-212|33
S-SA-AL1|2017-05-18 23:12:18|-341|30
S-SA-AL1|2017-05-18 23:12:34|-167|32
S-SA-AL1|2017-05-18 23:12:50|-290|31
S-SA-AL1|2017-05-18 23:13:06|-313|31
S-SA-AL1|2017-05-18 23:13:22|-240|32
S-SA-AL1|2017-05-18 23:13:38|-262|32
S-SA-AL1|2017-05-18 23:13:54|-288|34
S-SA-AL1|2017-05-18 23:14:10|-310|34
S-SA-AL1|2017-05-18 23:14:26|-336|31
S-SA-AL1|2017-05-18 23:14:42|-162|33
S-SA-AL1|2017-05-18 23:14:58|-184|34
S-SA-AL1|2017-05-18 23:15:14|-210|33
S-SA-AL1|2017-05-18 23:15:30|-235|33
S-SA-AL1|2017-05-18 23:15:46|-262|32
S-SA-AL1|2017-05-18 23:16:02|-186|31
S-SA-AL1|2017-05-18 23:16:18|-310|34
S-SA-AL1|2017-05-18 23:16:34|-229|34
S-SA-AL1|2017-05-18 23:16:50|-259|30
S-SA-AL1|2017-05-18 23:17:06|-183|34
S-SA-AL1|2017-05-18 23:17:22|-206|34
S-SA-AL1|2017-05-18 23:17:38|-226|30
S-SA-AL1|2017-05-18 23:17:54|-250|30
S-SA-AL1|2017-05-18 23:18:10|-170|34
S-SA-AL1|2017-05-18 23:18:26|-298|32
S-SA-AL1|2017-05-18 23:18:42|-319|30
S-SA-AL1|2017-05-18 23:18:58|-243|33
S-SA-AL1|2017-05-18 23:19:14|-171|34
S-SA-AL1|2017-05-18 23:19:30|-290|34
S-SA-AL1|2017-05-18 23:19:46|-316|31
S-SA-AL1|2017-05-18 23:20:02|-341|30
S-SA-AL1|2017-05-18 23:20:18|-260|30
S-SA-AL1|2017-05-18 23:20:34|-188|30
S-SA-AL1|2017-05-18 23:20:50|-204|34
S-SA-AL1|2017-05-18 23:21:06|-331|32
S-SA-AL1|2017-05-18 23:21:22|-255|31
S-SA-AL1|2017-05-18 23:21:38|-276|34
S-SA-AL1|2017-05-18 23:21:54|-297|32
S-SA-AL1|2017-05-18 23:22:10|-220|33
S-SA-AL1|2017-05-18 23:22:26|-241|31
S-SA-AL1|2017-05-18 23:22:42|-271|33
S-SA-AL1|2017-05-18 23:22:58|-288|32
S-SA-AL1|2017-05-18 23:23:15|-314|34
S-SA-AL1|2017-05-18 23:23:31|-230|31
S-SA-AL1|2017-05-18 23:23:47|-250|32
S-SA-AL1|2017-05-18 23:24:03|-276|34
S-SA-AL1|2017-05-18 23:24:19|-301|34
S-SA-AL1|2017-05-18 23:24:35|-317|33
S-SA-AL1|2017-05-18 23:24:51|-245|33
S-SA-AL1|2017-05-18 23:25:07|-270|30
S-SA-AL1|2017-05-18 23:25:23|-190|30
S-SA-AL1|2017-05-18 23:25:39|-317|30
S-SA-AL1|2017-05-18 23:25:55|-338|33
S-SA-AL1|2017-05-18 23:26:11|-172|31
S-SA-AL1|2017-05-18 23:26:27|-196|31
S-SA-AL1|2017-05-18 23:26:42|-228|32
S-SA-AL1|2017-05-18 23:26:58|-250|32
S-SA-AL1|2017-05-18 23:27:14|-283|33
S-SA-AL1|2017-05-18 23:27:30|-214|32
S-SA-AL1|2017-05-18 23:27:46|-246|33
S-SA-AL1|2017-05-18 23:28:02|-275|32
S-SA-AL1|2017-05-18 23:28:18|-206|34
S-SA-AL1|2017-05-18 23:28:34|-333|34
S-SA-AL1|2017-05-18 23:28:49|-263|32
S-SA-AL1|2017-05-18 23:29:05|-296|34
S-SA-AL1|2017-05-18 23:29:21|-317|30
S-SA-AL1|2017-05-18 23:29:37|-247|32
S-SA-AL1|2017-05-18 23:29:53|-179|32
S-SA-AL1|2017-05-18 23:30:09|-309|34
S-SA-AL1|2017-05-18 23:30:25|-341|30
S-SA-AL1|2017-05-18 23:30:41|-267|33
S-SA-AL1|2017-05-18 23:30:57|-300|34
S-SA-AL1|2017-05-18 23:31:13|-328|32
S-SA-AL1|2017-05-18 23:31:29|-254|31
S-SA-AL1|2017-05-18 23:31:45|-279|30
S-SA-AL1|2017-05-18 23:32:00|-209|33
S-SA-AL1|2017-05-18 23:32:16|-238|32
S-SA-AL1|2017-05-18 23:32:32|-271|32
S-SA-AL1|2017-05-18 23:32:48|-294|30
S-SA-AL1|2017-05-18 23:33:04|-321|31
S-SA-AL1|2017-05-18 23:33:20|-252|34
S-SA-AL1|2017-05-18 23:33:36|-280|30
S-SA-AL1|2017-05-18 23:33:52|-210|32
S-SA-AL1|2017-05-18 23:34:08|-331|34
S-SA-AL1|2017-05-18 23:34:24|-254|31
S-SA-AL1|2017-05-18 23:34:40|-274|31
S-SA-AL1|2017-05-18 23:34:56|-294|32
S-SA-AL1|2017-05-18 23:35:12|-309|31
S-SA-AL1|2017-05-18 23:35:28|-231|31
S-SA-AL1|2017-05-18 23:35:44|-153|30
S-SA-AL1|2017-05-18 23:36:00|-270|30
S-SA-AL1|2017-05-18 23:36:17|-290|30
S-SA-AL1|2017-05-18 23:36:33|-310|31
S-SA-AL1|2017-05-18 23:36:49|-331|32
S-SA-AL1|2017-05-18 23:37:05|-155|32
S-SA-AL1|2017-05-18 23:37:21|-175|32
S-SA-AL1|2017-05-18 23:37:37|-297|31
S-SA-AL1|2017-05-18 23:37:53|-215|32
S-SA-AL1|2017-05-18 23:38:09|-337|31
S-SA-AL1|2017-05-18 23:38:25|-260|32
S-SA-AL1|2017-05-18 23:38:41|-176|30
S-SA-AL1|2017-05-18 23:38:57|-293|30
S-SA-AL1|2017-05-18 23:39:13|-313|33
S-SA-AL1|2017-05-18 23:39:30|-234|32
S-SA-AL1|2017-05-18 23:39:46|-250|34
S-SA-AL1|2017-05-18 23:40:02|-171|31
S-SA-AL1|2017-05-18 23:40:18|-293|30
S-SA-AL1|2017-05-18 23:40:34|-308|32
S-SA-AL1|2017-05-18 23:40:50|-236|32
S-SA-AL1|2017-05-18 23:41:06|-245|30
S-SA-AL1|2017-05-18 23:41:22|-268|30
S-SA-AL1|2017-05-18 23:41:38|-184|33
S-SA-AL1|2017-05-18 23:41:55|-200|30
S-SA-AL1|2017-05-18 23:42:11|-220|31
S-SA-AL1|2017-05-18 23:42:27|-342|30
S-SA-AL1|2017-05-18 23:42:43|-259|30
S-SA-AL1|2017-05-18 23:42:59|-283|32
S-SA-AL1|2017-05-18 23:43:15|-200|32
S-SA-AL1|2017-05-18 23:43:31|-218|34
S-SA-AL1|2017-05-18 23:43:47|-337|31
S-SA-AL1|2017-05-18 23:44:03|-259|30
S-SA-AL1|2017-05-18 23:44:19|-279|31
S-SA-AL1|2017-05-18 23:44:36|-195|33
S-SA-AL1|2017-05-18 23:44:52|-209|31
S-SA-AL1|2017-05-18 23:45:08|-232|31
S-SA-AL1|2017-05-18 23:45:24|-349|31
S-SA-AL1|2017-05-18 23:45:40|-169|32
S-SA-AL1|2017-05-18 23:45:56|-285|34
S-SA-AL1|2017-05-18 23:46:12|-206|31
S-SA-AL1|2017-05-18 23:46:28|-222|33
S-SA-AL1|2017-05-18 23:46:44|-344|32
S-SA-AL1|2017-05-18 23:47:01|-261|32
S-SA-AL1|2017-05-18 23:47:17|-285|30
S-SA-AL1|2017-05-18 23:47:33|-300|34
S-SA-AL1|2017-05-18 23:47:49|-319|32
S-SA-AL1|2017-05-18 23:48:05|-235|30
S-SA-AL1|2017-05-18 23:48:21|-152|30
S-SA-AL1|2017-05-18 23:48:37|-274|34
S-SA-AL1|2017-05-18 23:48:53|-294|30
S-SA-AL1|2017-05-18 23:49:09|-315|31
S-SA-AL1|2017-05-18 23:49:26|-236|33
S-SA-AL1|2017-05-18 23:49:42|-254|34
S-SA-AL1|2017-05-18 23:49:58|-274|34
S-SA-AL1|2017-05-18 23:50:14|-186|33
S-SA-AL1|2017-05-18 23:50:30|-302|31
S-SA-AL1|2017-05-18 23:50:46|-321|34
S-SA-AL1|2017-05-18 23:51:02|-242|31
